web-scraper-order,web-scraper-start-url,name,price,link,link-href
"1597442363-94","https://www.bitfang.com/computer-hardware","Msi A320M-A Pro Max","₹ 4,100","","https://www.bitfang.com/msi-a320m-a-pro-max"
"1597442363-839","https://www.bitfang.com/computer-hardware","Zebronics ZEB-SW6760RUCF 5.1  60 ...","₹ 5,049","","https://www.bitfang.com/zebronics-zeb-sw6760rucf-51-multimedia-speaker"
"1597442363-969","https://www.bitfang.com/computer-hardware","Belkin F2CD000-10 10 mtr Display ...","₹ 9,480","","https://www.bitfang.com/belkin-f2cd000-10-hdmi-black"
"1597442363-213","https://www.bitfang.com/computer-hardware","Gskill F4-3200C16S-8GTZR 8GB 3200...","₹ 5,441","","https://www.bitfang.com/gskill-f4-3200c16s-8gtzr-8gb-3200-mhz-ddr4-desktop-memory"
"1597442363-514","https://www.bitfang.com/computer-hardware","Cadyce CA-ULCG(3M) 3 mtr Lightnin...","₹ 1,452","","https://www.bitfang.com/cadyce-ca-ulcg3m-3-mtr-lightning-cable"
"1597442363-32","https://www.bitfang.com/computer-hardware","Palit VCQK420-2GB-PB PASCAL PCI E...","₹ 7,509","","https://www.bitfang.com/palit-vcqk420-2gb-pb-pascal-pci-express-20-graphic-card"
"1597442363-311","https://www.bitfang.com/computer-hardware","APC BR1500G 1500 VA 865 Watts UPS","₹ 17,640","","https://www.bitfang.com/apc-br1500g-1500-va-865-watts-ups"
"1597442363-1172","https://www.bitfang.com/computer-hardware","Dell DH-16AES 24x Internal DVD Wr...","₹ 1,136","","https://www.bitfang.com/dell-dh-16aes-internal-dvd-writer"
"1597442363-219","https://www.bitfang.com/computer-hardware","Gskill F4-3200C16D-32GTZN 32GB 32...","₹ 19,466","","https://www.bitfang.com/gskill-f4-3200c16d-32gtzn-32gb-3200-mhz-ddr4-desktop-memory"
"1597442363-718","https://www.bitfang.com/computer-hardware","ADATA AHV300-5TU31-CBL 5 TB Porta...","₹ 11,759","","https://www.bitfang.com/adata-ahv300-5tu31-cbl-5-tb-portable-external-hard-drive"
"1597442363-1182","https://www.bitfang.com/computer-hardware","Samsung MB-MC64GA/IN 100 MB/s 64 ...","₹ 734","","https://www.bitfang.com/samsung-mb-mc64gain-64-gb-memory-card"
"1597442363-74","https://www.bitfang.com/computer-hardware","Gskill F4-2400C16S-16GRS 16 GB 24...","₹ 6,630","","https://www.bitfang.com/gskill-f4-2400c16s-16grs-16-gb-2400-mhz-ddr4-desktop-memory"
"1597442363-522","https://www.bitfang.com/computer-hardware","Cadyce CA-ULCG(2.0) 2 mtr Charge ...","₹ 1,254","","https://www.bitfang.com/cadyce-ca-ulcg20-2-mtr-charge-sync-cable"
"1597442363-1272","https://www.bitfang.com/computer-hardware","Dell E2218HN Flat Screen 60 Hz 19...","₹ 6,682","","https://www.bitfang.com/dell-e2218hn-215-in-60-hz-led-tn-flat-screen-monitor"
"1597442363-1050","https://www.bitfang.com/computer-hardware","D-Link DAP1520 Wireless 2.4 GHz A...","₹ 10,622","","https://www.bitfang.com/d-link-dap1520-wireless-ethernet-lan"
"1597442363-407","https://www.bitfang.com/computer-hardware","Zebronics Zeb-Pluto 2.0 Channel 5...","₹ 293","","https://www.bitfang.com/zebronics-zeb-pluto-20-channel-5-w-pc-speaker"
"1597442363-1155","https://www.bitfang.com/computer-hardware","Zebronics DSATA  450W ATX Power S...","₹ 569","","https://www.bitfang.com/zebronics-dsata-24-pin-450-w-power-supply"
"1597442363-1033","https://www.bitfang.com/computer-hardware","D-Link BL-WN151 USB 2.0 Adapter","₹ 296","","https://www.bitfang.com/d-link-bl-wn151-usb-20-adapter"
"1597442363-645","https://www.bitfang.com/computer-hardware","Adata AX4U300038G16A-SR30 8GB 300...","₹ 3,646","","https://www.bitfang.com/adata-ax4u300038g16a-sr30-ddr4-8-gb-3000mhz"
"1597442363-804","https://www.bitfang.com/computer-hardware","Zebronicss SPK-ZEB BTRUCF Jellyfi...","₹ 5,204","","https://www.bitfang.com/zebronicss-jellyfish-41-channel-multimedia-speakers"
"1597442363-1301","https://www.bitfang.com/computer-hardware","BenQ GW2270H Flat Screen 60 Hz 19...","₹ 6,920","","https://www.bitfang.com/benq-gw2270h-215-in-led-va-flat-screen"
"1597442363-190","https://www.bitfang.com/computer-hardware","Asus DUAL-RTX2060S-A8G-EVO GeForc...","₹ 40,667","","https://www.bitfang.com/asus-dual-rtx2060s-a8g-evo-geforce-gtx-super-pci-express-30-graphic-card"
"1597442363-155","https://www.bitfang.com/computer-hardware","MSI B460M-PRO-VDH-WIFI LGA 1200 I...","₹ 10,899","","https://www.bitfang.com/msi-b460m-pro-vdh-wifi-lga-1200-intel-b460-ddr4-matx-intel-desktop-motherboard"
"1597442363-83","https://www.bitfang.com/computer-hardware","Adata AX4U3000716G16A-SR30 16 GB ...","₹ 5,810","","https://www.bitfang.com/adata-ax4u3000716g16a-sr30-16-gb-3000-mhz-ddr4-desktop-memory"
"1597442363-1056","https://www.bitfang.com/computer-hardware","Cadyce CA-C3AF 1 mtr USB Cable","₹ 759","","https://www.bitfang.com/cadyce-ca-c3af-usb-cable"
"1597442363-264","https://www.bitfang.com/computer-hardware","Sintech NGFF ST-NGFF2013 128 GB S...","₹ 99","","https://www.bitfang.com/sintech-ngff-st-ngff2013-128-gb-sata-6gbs-m2-external-solid-state-drive"
"1597442363-473","https://www.bitfang.com/computer-hardware","Asus WS X299 PRO/SE LGA 2066 Inte...","₹ 34,644","","https://www.bitfang.com/asus-ws-x299-prose-lga-2066-intel-x299-ddr4-atx-intel-desktop-motherboard"
"1597442363-1152","https://www.bitfang.com/computer-hardware","Creative Audigy RX 7.1 PCI-e Soun...","₹ 7,658","","https://www.bitfang.com/creative-audigy-rx-71-pci-e-sound-card"
"1597442363-1147","https://www.bitfang.com/computer-hardware","Antec 80mm BB Fan 2000 RPM CPU Fa...","₹ 2,055","","https://www.bitfang.com/antec-80mm-bb-fan-2000-rpm-cpu-fans-heatsink"
"1597442363-539","https://www.bitfang.com/computer-hardware","Amkette USB 3.0 Universal Externa...","₹ 904","","https://www.bitfang.com/amkette-usb-30-universal-card-reader"
"1597442363-1089","https://www.bitfang.com/computer-hardware","ADATA Slim Sleek AHV300-2TU31-CBK...","₹ 4,863","","https://www.bitfang.com/adata-ahv300-2tu31-cbk-2-tb-usb-31-no-portable-hdds"
"1597442363-1057","https://www.bitfang.com/computer-hardware","Cadyce CA-CMICROB 1mtr USB Cable","₹ 759","","https://www.bitfang.com/cadyce-ca-cmicrob-usb-cable"
"1597442363-797","https://www.bitfang.com/computer-hardware","ZEBRONICS BT4910RUCF MULTIMEDIA S...","₹ 6,609","","https://www.bitfang.com/zebronics-bt4910rucf-multimedia-speaker"
"1597442363-44","https://www.bitfang.com/computer-hardware","Asus 90YV0AL3-M0IA00 Geforce PCI ...","₹ 3,545","","https://www.bitfang.com/asus-90yv0al3-m0ia00-geforce-pci-express-20-graphic-card"
"1597442363-1060","https://www.bitfang.com/computer-hardware","Cadyce CA-ULCS 1.2 mtr USB Cable","₹ 1,309","","https://www.bitfang.com/cadyce-ca-ulcs-usb-cable"
"1597442363-272","https://www.bitfang.com/computer-hardware","Asus ROG-STRIX-B365 LGA 1151 Inte...","₹ 9,261","","https://www.bitfang.com/asus-rog-strix-b365-lga-1151-intel-b365-ddr4-matx-intel-desktop-motherboard"
"1597442363-672","https://www.bitfang.com/computer-hardware","ADATA ASD700-1TU31-CBK 1 TB USB 3...","₹ 10,879","","https://www.bitfang.com/adata-asd700-1tu31-cbk-1-tb-nand-flash-25-in-ssds"
"1597442363-951","https://www.bitfang.com/computer-hardware","Belkin BV108230-06 8 Outlets Spik...","₹ 5,422","","https://www.bitfang.com/belkin-bv108230-06-spike-guards-18-mtr-8"
"1597442363-736","https://www.bitfang.com/computer-hardware","Crucial BX500 CT240BX500SSD1 240G...","₹ 3,100","","https://www.bitfang.com/crucial-ct240bx500ssd1-240gb-3d-nand-sata-25-in-ssds"
"1597442363-1262","https://www.bitfang.com/computer-hardware","LG 24M38H AMD FreeSync Flat scree...","₹ 8,909","","https://www.bitfang.com/lg-24m38h-235-75-hz-flat-screen-tn-monitor"
"1597442363-1293","https://www.bitfang.com/computer-hardware","Samsung LS24F350FHWXXL AMD Adapti...","₹ 8,405","","https://www.bitfang.com/samsung-ls24f350fhwxxl-24-in-60-hz-amd-adaptive-sync-led-ah-ips-flat-screen"
"1597442363-656","https://www.bitfang.com/computer-hardware","ADATA AUV250-16G-RBK Silver 16 GB...","₹ 278","","https://www.bitfang.com/adata-auv250-16g-rbk-silver-16-gb-usb-20"
"1597442363-1214","https://www.bitfang.com/computer-hardware","Kingston KCPL16SD8/8FR 8 GB 1600 ...","₹ 7,349","","https://www.bitfang.com/kingston-sodimm-8-gb-1600-mhz-cl11-sodimm-laptop-ram"
"1597442363-915","https://www.bitfang.com/computer-hardware","Sandisk SDCZ71-032G-A46 Cruzer Fo...","₹ 261","","https://www.bitfang.com/sandisk-sdcz71-032g-a46-pen-drive-16-gb"
"1597442363-1234","https://www.bitfang.com/computer-hardware","Ultraprolink UL0034-0150 1.5 mtr ...","₹ 1,345","","https://www.bitfang.com/ultraprolink-ul0034-0150-lightning-cable"
"1597442363-426","https://www.bitfang.com/computer-hardware","Canon E477 Colour Inkjet Simplex ...","₹ 4,213","","https://www.bitfang.com/canon-e477-colour-inkjet-simplex-printer"
"1597442363-355","https://www.bitfang.com/computer-hardware","Acer QG221Q AMD FreeSync Flat Scr...","₹ 7,839","","https://www.bitfang.com/acer-qg221q-amd-freesync-flat-screen-75-hz-1920-x-1080-va-215-in-monitor"
"1597442363-370","https://www.bitfang.com/computer-hardware","Asus GeForce GT 710 Low Profile G...","₹ 3,570","","https://www.bitfang.com/asus-gt710-sl-2gd5-csm-low-profile-pci-express-30-graphics-card"
"1597442363-1117","https://www.bitfang.com/computer-hardware","Adata AX4U2666316G16-SBF 16GB 266...","₹ 12,473","","https://www.bitfang.com/adata-ax4u2666316g16-sbf-16-gb-2666-mhz-ddr4-desktop-ram"
"1597442363-927","https://www.bitfang.com/computer-hardware","Edimax GS-1016 10/100 Mbps PoE Sw...","₹ 4,652","","https://www.bitfang.com/edimax-gs-1016-10100-mbps-poe-switches"
"1597442363-990","https://www.bitfang.com/computer-hardware","Dell LB-DE75B-44-INS-N5040-Y Lapt...","₹ 2,106","","https://www.bitfang.com/dell-lb-de75b-44-ins-n5040-y-battery-black"
"1597442363-323","https://www.bitfang.com/computer-hardware","HyperX HX318C10F/8 8 GB 1866 MHz ...","₹ 3,038","","https://www.bitfang.com/hyperx-hx318c10f8-8-gb-1866-mhz-ddr3-desktop-memory"
"1597442363-1290","https://www.bitfang.com/computer-hardware","APC SUA1000I-IN 1000 VA 670 Watts...","₹ 31,078","","https://www.bitfang.com/apc-sua1000i-in-1000-va-670-w-ups"
"1597442363-1342","https://www.bitfang.com/computer-hardware","Kingston KVR16N11S6A/2-SP 2GB 160...","₹ 1,436","","https://www.bitfang.com/kingston-kvr16n11s6a2-sp-2-gb-1600-mhz-ddr3-desktop-ram"
"1597442363-714","https://www.bitfang.com/computer-hardware","ADATA AHV620S-4TU31-CBL 4 TB Port...","₹ 8,643","","https://www.bitfang.com/adata-ahv620s-4tu31-cbl-4-tb-portable-external-hard-drive"
"1597442363-421","https://www.bitfang.com/computer-hardware","HP Z6Z11A Colour Ink Tank Duplex ...","₹ 8,966","","https://www.bitfang.com/hp-z6z11a-colour-ink-tank-duplex-printer"
"1597442363-208","https://www.bitfang.com/computer-hardware","Gskill F4-3600C19D-16GTZRB 16GB 3...","₹ 13,019","","https://www.bitfang.com/gskill-f4-3600c19d-16gtzrb-16gb-3600-mhz-ddr4-desktop-memory"
"1597442363-316","https://www.bitfang.com/computer-hardware","HyperX HX424S14IB2/8 8 GB 2400 MH...","₹ 3,821","","https://www.bitfang.com/hyperx-hx424s14ib28-8-gb-2400-mhz-cl14-ddr4-laptop-memory"
"1597442363-165","https://www.bitfang.com/computer-hardware","MSI RTX-2060-SUPER-VENTUS-XS-C-OC...","₹ 35,899","","https://www.bitfang.com/msi-rtx-2060-super-ventus-xs-c-oc-8g-geforce-rtx-20-super-pci-express-30-graphic-card"
"1597442363-644","https://www.bitfang.com/computer-hardware","Adata AX4U320038G16-SR30 8GB 3200...","₹ 3,343","","https://www.bitfang.com/adata-ax4u320038g16-sr30-ddr4-8-gb-3200mhz"
"1597442363-740","https://www.bitfang.com/computer-hardware","Logitech M337 Wireless Bluetooth ...","₹ 1,163","","https://www.bitfang.com/logitech-m337-bluetooth-4-buttons-mouse"
"1597442363-596","https://www.bitfang.com/computer-hardware","TP-Link RE205 Wireless 2.4 GHz Ac...","₹ 2,057","","https://www.bitfang.com/tp-link-re205-wireless-24-ghz-access-point"
"1597442363-122","https://www.bitfang.com/computer-hardware","AMD Ryzen 5 RYZEN-5-3500 6-Core 3...","₹ 10,950","","https://www.bitfang.com/amd-ryzen-5-ryzen-5-3500-6-core-36-ghz-am4-desktop-processor"
"1597442363-379","https://www.bitfang.com/computer-hardware","Intel 200 Series BX80677G4560 2-C...","₹ 5,782","","https://www.bitfang.com/intel-200-series-bx80677g4560-2-core-35-ghz-lga-1151-desktop-processor"
"1597442363-1245","https://www.bitfang.com/computer-hardware","Asus GeForce GT 1030 a7 Series GT...","₹ 7,903","","https://www.bitfang.com/asus-asus-gt1030ph-geforce-pascal-pci-express-30-graphic-card"
"1597442363-247","https://www.bitfang.com/computer-hardware","MSI MPG X570 GAMING PRO CARBON WI...","₹ 27,042","","https://www.bitfang.com/msi-mpg-x570-gaming-pro-carbon-wifi-am4-amd-x570-ddr4-atx-amd-desktop-motherboard"
"1597442363-811","https://www.bitfang.com/computer-hardware","Zebronics  SPK- BTRUCF HOPE 2.1 C...","₹ 4,038","","https://www.bitfang.com/zebronics-hope-21-bluetooth-speakers"
"1597442363-271","https://www.bitfang.com/computer-hardware","Asus ROG-STRIX-Z390-E-GAMING LGA ...","₹ 21,095","","https://www.bitfang.com/asus-rog-strix-z390-e-gaming-lga-1151-intel-z390-ddr4-atx-intel-desktop-motherboard"
"1597442363-429","https://www.bitfang.com/computer-hardware","Canon MG2577s Colour Inkjet Simpl...","₹ 2,743","","https://www.bitfang.com/canon-mg2577s-colour-inkjet-simplex-printer"
"1597442363-690","https://www.bitfang.com/computer-hardware","Adata AX4U2400316G16-SRZ 16GB 240...","₹ 5,227","","https://www.bitfang.com/adata-ax4u2400316g16-srz-ddr4-16-gb-2400mhz"
"1597442363-843","https://www.bitfang.com/computer-hardware","ZEBRONICS  SPK-BTRUCF HARD ROCK 2...","₹ 27,786","","https://www.bitfang.com/zebronics-tower-speaker-hard-rock-2-"
"1597442363-1267","https://www.bitfang.com/computer-hardware","Western Digital Blue WD20EZRZ 2 T...","₹ 4,900","","https://www.bitfang.com/western-digital-blue-wd20ezrz-2-tb-sata-60gbs-internal-hard-drive"
"1597442363-462","https://www.bitfang.com/computer-hardware","MSI MPG Z390 Gaming Plus LGA 1151...","₹ 17,523","","https://www.bitfang.com/msi-mpg-z390-gaming-plus-lga-1151-intel-z390-ddr4-atx-intel-desktop-motherboard"
"1597442363-773","https://www.bitfang.com/computer-hardware","ASUS TUF X299 Mark 2 Intel Skylak...","₹ 25,830","","https://www.bitfang.com/asus-tuf-x299-mark-2-lga2066-ddr4-m2-usb-31-x299-atx-motherboard"
"1597442363-1330","https://www.bitfang.com/computer-hardware","Honeywell HC000001-CBL-1M-WHT-NB ...","₹ 1,154","","https://www.bitfang.com/honeywell-hc000001-cbl-1m-wht-nb-data-cable"
"1597442363-312","https://www.bitfang.com/computer-hardware","iBall UPS-621 600 VA 450 Watts UP...","₹ 2,204","","https://www.bitfang.com/iball-ups-621-600-va-450-watts-ups"
"1597442363-127","https://www.bitfang.com/computer-hardware","AMD Ryzen 3 RYZEN-3-3100 4-Core 3...","₹ 8,588","","https://www.bitfang.com/amd-ryzen-3-ryzen-3-3100-4-core-36-ghz-am4-desktop-processor"
"1597442363-416","https://www.bitfang.com/computer-hardware","Canon Lide 120 Canoscan 48bit CIS...","₹ 4,361","","https://www.bitfang.com/canon-lide-120-48bit-cis-flatbed-scanner"
"1597442363-962","https://www.bitfang.com/computer-hardware","Belkin A3L791-06-YLW-S 1.5 mtr Pa...","₹ 1,188","","https://www.bitfang.com/belkin-a3l791-06-ylw-s-182mtr-patch-cord"
"1597442363-694","https://www.bitfang.com/computer-hardware","ADATA XPG AS40G-1TT-C 1 TB 	SATA ...","₹ 18,293","","https://www.bitfang.com/adata-as40g-1tt-c-1-tb-realtek-m2-2280-ssds"
"1597442363-524","https://www.bitfang.com/computer-hardware","Corsair CMSA8GX3M1A1333C9 8GB 133...","₹ 3,894","","https://www.bitfang.com/corsair-cmsa8gx3m1a1333c9-8gb-1333mhz-cl9-ddr3-laptop-memory"
"1597442363-1308","https://www.bitfang.com/computer-hardware","Circle Phoenix-Gaming 650W Mid To...","₹ 5,223","","https://www.bitfang.com/circle-phoenix-gaming-atx-micro-atx-mini-itx-cabinet"
"1597442363-1255","https://www.bitfang.com/computer-hardware","Samsung LU28E590DS/XL AMD FreeSyn...","₹ 25,087","","https://www.bitfang.com/samsung-lu28e590dsxl-28-60-hz-fhd-tn-monitor"
"1597442363-237","https://www.bitfang.com/computer-hardware","Asus ROG-STRIX-B365-F-GAMING LGA ...","₹ 12,348","","https://www.bitfang.com/asus-rog-strix-b365-f-gaming-lga-1151-intel-b365-ddr4-atx-intel-desktop-motherboard-2"
"1597442363-14","https://www.bitfang.com/computer-hardware","Amkette EVOFOXGAMINGUSB USB Wired...","₹ 855","","https://www.bitfang.com/amkette-evofoxgamingusb-usb-wired-keyboard"
"1597442363-1343","https://www.bitfang.com/computer-hardware","Logitech MK220 Keyboards & Mouse ...","₹ 1,319","","https://www.bitfang.com/logitech-mk220-keyboards-mice-combo-black"
"1597442363-960","https://www.bitfang.com/computer-hardware","Belkin F8J005tt04 1 mtr USB Adapt...","₹ 4,245","","https://www.bitfang.com/belkin-f8j005tt04-1-mtr-usb-adapter"
"1597442363-192","https://www.bitfang.com/computer-hardware","Palit NE51060015J9-1061D GTX 10 P...","₹ 15,439","","https://www.bitfang.com/palit-ne51060015j9-1061d-gtx-10-pci-express-30-graphic-card"
"1597442363-684","https://www.bitfang.com/computer-hardware","ADATA AHD710P-2TU31-CRD 2 TB USB ...","₹ 5,349","","https://www.bitfang.com/adata-ahd710p-2tu31-crd-2-tb-usb-30-128-mb-25-in-external-hard-drive"
"1597442363-784","https://www.bitfang.com/computer-hardware","ASUS  RTX 2060 Overclocked 6G GDD...","₹ 63,062","","https://www.bitfang.com/asus-rtx-2060-overclocked-6g-gddr6-hdmi-dp-14-graphic-card"
"1597442363-766","https://www.bitfang.com/computer-hardware","Canon E4270 Monochrome Laser Simp...","₹ 6,859","","https://www.bitfang.com/canon-e4270-all-in-one-ink-efficient-wifi-printer-with-faxadfduplex-printing-black"
"1597442363-636","https://www.bitfang.com/computer-hardware","ADATA AHD710P-1TU31-CBK 1 TB Exte...","₹ 4,064","","https://www.bitfang.com/adata-ahd710p-1tu31-cbk-1-tb-external-hard-drive"
"1597442363-1118","https://www.bitfang.com/computer-hardware","Adata AX3U1600W8G11-SR 8GB 1600MH...","₹ 4,751","","https://www.bitfang.com/adata-ax3u1600w8g11-sr-8-gb-1600-mhz-ddr3-desktop-ram"
"1597442363-55","https://www.bitfang.com/computer-hardware","Intel Core i3 BX8070110100 4-Core...","₹ 11,899","","https://www.bitfang.com/intel-core-i3-bx8070110100-4-core-36-ghz-lga-1200-desktop-processor"
"1597442363-235","https://www.bitfang.com/computer-hardware","Gigabyte Z390 D LGA 1151 Intel Z3...","₹ 16,236","","https://www.bitfang.com/gigabyte-z390-d-lga-1151-intel-z390-intel-desktop-motherboard"
"1597442363-1019","https://www.bitfang.com/computer-hardware","Belkin F7D4101 USB Adapter Black","₹ 8,167","","https://www.bitfang.com/belkin-f7d4101-usb-adapter-black"
"1597442363-1299","https://www.bitfang.com/computer-hardware","Ultra Prolink MP401  0.06 mtrC-VG...","₹ 2,830","","https://www.bitfang.com/ultra-prolink-mp401-c-vga-convertor"
"1597442363-679","https://www.bitfang.com/computer-hardware","ADATA AHD330-2TU31-CRD 2 TB USB 3...","₹ 4,832","","https://www.bitfang.com/adata-ahd330-2tu31-crd-2-tb-usb-31-16-mb-25-in-external-hard-drive"
"1597442363-1175","https://www.bitfang.com/computer-hardware","MSI GeForce GT 710 Gaming X GT 71...","₹ 3,219","","https://www.bitfang.com/msi-geforce-gt-710-pci-express-20-graphic-card"
"1597442363-378","https://www.bitfang.com/computer-hardware","Intel 200 Series BX80677I37100 2-...","₹ 9,581","","https://www.bitfang.com/intel-200-series-bx80677i37100-2-core-39-ghz-lga-1151-desktop-processor"
"1597442363-618","https://www.bitfang.com/computer-hardware","ADATA AHD720-2TU31-CBK 2 TB Exter...","₹ 5,470","","https://www.bitfang.com/adata-ahd720-2tu31-cbk-2-tb-external-hard-drive"
"1597442363-1116","https://www.bitfang.com/computer-hardware","Adata AD4S266638G19-R 8GB 2666MHz...","₹ 2,822","","https://www.bitfang.com/adata-ad4s266638g19-r-8-gb-2666-mhz-ddr4-desktop-ram"
"1597442363-635","https://www.bitfang.com/computer-hardware","ADATA AHD710P-1TU31-CBL 1 TB Exte...","₹ 3,890","","https://www.bitfang.com/adata-ahd710p-1tu31-cbl-1-tb-external-hard-drive"
"1597442363-787","https://www.bitfang.com/computer-hardware","ASUS GeForce RTX 2070 Advanced A8...","₹ 53,855","","https://www.bitfang.com/asus-geforce-rtx-2070-advanced-a8g-gddr6-graphic-card-2"
"1597442363-23","https://www.bitfang.com/computer-hardware","Amkette AUXMETAL12 Audio Cable Bl...","₹ 325","","https://www.bitfang.com/amkette-auxmetal12-audio-cable-black"
"1597442363-509","https://www.bitfang.com/computer-hardware","Cadyce CA-CHDC 2 mtr HDMI Cable","₹ 2,673","","https://www.bitfang.com/cadyce-ca-chdc-2-mtr-hdmi-cable"
"1597442363-1123","https://www.bitfang.com/computer-hardware","ADATA Premier ASP310S3-64GM-C 64 ...","₹ 11,058","","https://www.bitfang.com/adata-asp310s3-64gm-c-premier-64-gb-solid-state-drives"
"1597442363-848","https://www.bitfang.com/computer-hardware","Zebronics BT9451RUCF 5.1 Multimed...","₹ 8,647","","https://www.bitfang.com/zebronics-bt9451rucf-51-multimedia-speaker"
"1597442363-130","https://www.bitfang.com/computer-hardware","Gigabyte GV-N2080AORUS-X-8GC PCI ...","₹ 79,747","","https://www.bitfang.com/gigabyte-gv-n2080aorus-x-8gc-pci-express-30-graphic-card"
"1597442363-959","https://www.bitfang.com/computer-hardware","Belkin AV20500-15 USB Adapter","₹ 8,034","","https://www.bitfang.com/belkin-av20500-15-no-usb-adapter"
"1597442363-935","https://www.bitfang.com/computer-hardware","Cisco SLM2008PT-NA 8 10/100/1000 ...","₹ 38,202","","https://www.bitfang.com/cisco-slm2008pt-na-8-101001000-mbps-poe-switches"
"1597442363-717","https://www.bitfang.com/computer-hardware","ADATA AHV320-1TU31-CBK 1 TB Porta...","₹ 3,586","","https://www.bitfang.com/adata-ahv320-1tu31-cbk-1-tb-portable-external-hard-drive"
"1597442363-707","https://www.bitfang.com/computer-hardware","Toshiba THN-U202L0160A4 Wired USB...","₹ 313","","https://www.bitfang.com/toshiba-thn-u202l0160a4-wired-3-buttons"
"1597442363-1113","https://www.bitfang.com/computer-hardware","Adata AX4U2666316G16-SBG 8GB 2666...","₹ 13,859","","https://www.bitfang.com/adata-ax4u2666316g16-sbg-8-gb-2666-mhz-ddr4-desktop-ram"
"1597442363-629","https://www.bitfang.com/computer-hardware","Adata AX4U3000316G16-SR41 16GB 30...","₹ 7,050","","https://www.bitfang.com/adata-ax4u3000316g16-sr41-ddr4-16-gb-3000mhz"
"1597442363-82","https://www.bitfang.com/computer-hardware","Adata AX4U3200316G16A-ST60 16 GB ...","₹ 8,100","","https://www.bitfang.com/adata-ax4u3200316g16a-st60-16-gb-3200-mhz-ddr4-desktop-memory"
"1597442363-1240","https://www.bitfang.com/computer-hardware","Lapcare LOMOLC6314 Wired USB 3 bu...","₹ 246","","https://www.bitfang.com/lapcare-lomolc6314-wired-usb-3-buttons-mouse"
"1597442363-869","https://www.bitfang.com/computer-hardware","Zebronics SPK-BT10400RUCF 5.0 Cha...","₹ 17,675","","https://www.bitfang.com/m-zeb-20-computer-multimedia-speaker-5"
"1597442363-1111","https://www.bitfang.com/computer-hardware","Adata 10243315 4GB 2666MHz DDR4 D...","₹ 3,168","","https://www.bitfang.com/adata-10243315-4-gb-2666-mhz-ddr4-desktop-ram"
"1597442363-830","https://www.bitfang.com/computer-hardware","Zebronics SPK-ZEB CUBE 2.1 BT 2.1...","₹ 3,246","","https://www.bitfang.com/computer-multimedia-bt-rucf-speaker-cube-21-"
"1597442363-1013","https://www.bitfang.com/computer-hardware","Dell 3TTH2 Vostro 200W Mid Tower ...","₹ 35,769","","https://www.bitfang.com/dell-3tth2-mid-tower-cabinets"
"1597442363-182","https://www.bitfang.com/computer-hardware","Asus 90MB14V0-M0IAY0 AM4 AMD B550...","₹ 11,400","","https://www.bitfang.com/asus-90mb14v0-m0iay0-am4-amd-b550-ddr4-matx-amd-desktop-motherboard"
"1597442363-321","https://www.bitfang.com/computer-hardware","HyperX HX430C16FB3/32 32 GB 3000 ...","₹ 18,619","","https://www.bitfang.com/hyperx-hx430c16fb332-32-gb-3000-mhz-ddr4-desktop-memory"
"1597442363-291","https://www.bitfang.com/computer-hardware","Netgear RAX80-100EUS Wireless 4 6...","₹ 26,459","","https://www.bitfang.com/netgear-rax80-100eus-wireless-4-6000-mbps-dual-band-5-lan-wireless-router"
"1597442363-430","https://www.bitfang.com/computer-hardware","HP DeskJet IA 2138 Colour Inkjet ...","₹ 4,801","","https://www.bitfang.com/hp-deskjet-ia-2138-colour-inkjet-duplex-printer"
"1597442363-1127","https://www.bitfang.com/computer-hardware","ADATA Premier SP580 ASP580SS3-240...","₹ 5,365","","https://www.bitfang.com/adata-asp580ss3-240gm-c-premier-sp580-240-gb-internal-solid-state"
"1597442363-1061","https://www.bitfang.com/computer-hardware","Cadyce CA-CMICRO 1 mtr USB Cable","₹ 792","","https://www.bitfang.com/cadyce-ca-cmicro-usb-cable"
"1597442363-562","https://www.bitfang.com/computer-hardware","Antec NX210 NX Series 650W ATX Mi...","₹ 3,273","","https://www.bitfang.com/antec-nx210-nx-650w-atx-mid-tower-cabinets"
"1597442363-61","https://www.bitfang.com/computer-hardware","Thermaltake R017D408GX2-3600C18A ...","₹ 9,490","","https://www.bitfang.com/thermaltake-r017d408gx2-3600c18a-16gb-3600-mhz-ddr4-desktop-memory"
"1597442363-89","https://www.bitfang.com/computer-hardware","AMD Ryzen 9 RYZEN-9-3900X 8-Core ...","₹ 44,700","","https://www.bitfang.com/amd-ryzen-9-ryzen-9-3900x-8-core-38-ghz-am4-desktop-processor"
"1597442363-1259","https://www.bitfang.com/computer-hardware","iBall Spirit 450W Mid-Tower  Cabi...","₹ 4,235","","https://www.bitfang.com/iball-spirit-atx-micro-atx-cabinet"
"1597442363-500","https://www.bitfang.com/computer-hardware","Cadyce CA-C2C Type-C Cable White ...","₹ 1,445","","https://www.bitfang.com/cadyce-ca-c2c-type-c-cable-white-and-metallic-silver"
"1597442363-129","https://www.bitfang.com/computer-hardware","Cooler Master Hyper T20 Intel/AMD...","₹ 1,107","","https://www.bitfang.com/cooler-master-hyper-t20-intelamd-2-heat-pipes-direct-contact-aluminum-fins-2000-rpm-cpu-fans-heatsink"
"1597442363-940","https://www.bitfang.com/computer-hardware","Belkin F6D4230-4 Wireless 1  150 ...","₹ 5,754","","https://www.bitfang.com/belkin-f6d4230-4-10100-mbps-4"
