web-scraper-order,web-scraper-start-url,name,price,instock,link,link-href
"1597509001-2584","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER ACCESSORY WITH SATA CONNECTOR UNIVERSAL SINGLE COLOR LED STRIP - BLUE","₹1,299","Out Of Stock","","https://www.vedantcomputers.com/products/cooler-master-master-accessory-with-sata-connector-blue-universal-single-color-led-strip"
"1597509001-3517","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GEFORCE RTX 2080 TI VENTUS 11GB OC GDDR6","₹109,300 ₹107,900","null","","https://www.vedantcomputers.com/products/msi-geforce-rtx-2080-ti-ventus-11g-oc"
"1597509001-3021","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","G.SKILL 16GB (8GBx2) DDR4 - 3200MHZ TRIDENT Z ROYAL SERIES (F4-3200C16D-16GTRG) RAM","₹11,100","Out Of Stock","","https://www.vedantcomputers.com/products/g-skill-16gb-8gb-2-ddr4-3200mhz-trident-z-royal-series-f4-3200c16d-16gtrg"
"1597509001-2825","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR MM300 ANTI-FRAY CLOTH - MEDIUM GAMING MOUSE PAD","₹1,450","null","","https://www.vedantcomputers.com/products/corsair-mm300-anti-fray-cloth-medium-gaming-mouse-pad"
"1597509001-2231","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD Ryzen 5 3600X (6 Cores 12 Threads With Max Boost Clock Of 4.4GHz, Base Clock Of 3.8GHz And 35MB Game Cache)","₹21,650","null","","https://www.vedantcomputers.com/products/amd-ryzen-5-3600x-processor-upto-4-4-ghz-35-mb-cache"
"1597509001-2490","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS ROG STRIX X470-F GAMING MOTHERBOARD","₹18,400","Out Of Stock","","https://www.vedantcomputers.com/products/asus-rog-strix-x470-f-gaming"
"1597509001-3000","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","F&D F3800X MULTIMEDIA BLUETOOTH HOME AUDIO 5.1 CHANNEL SPEAKERS","₹6,770","null","","https://www.vedantcomputers.com/products/f-n-d-f3800x-multimedia-bluetooth-home-audio-5-1-channel"
"1597509001-3823","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","STEELSERIES RIVAL 110 OPTICAL GAMING MOUSE (MATTE BLACK)","₹2,410","Out Of Stock","","https://www.vedantcomputers.com/products/steelseries-rival-110-optical-gaming-mouse-matte-black"
"1597509001-2603","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER HYPER H410R RGB LED CONTROLLER CPU COOLER","₹1,999 ₹1,799","null","","https://www.vedantcomputers.com/products?product_id=2963"
"1597509001-2292","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC C400 GLACIAL CPU COOLER","₹2,500","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2855"
"1597509001-3222","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HP LASERJET PRO MFP M132-A PRINTER","₹13,160","Out Of Stock","","https://www.vedantcomputers.com/products/hp-laserjet-pro-mfp-m132-a-printer"
"1597509001-3181","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE P550B 550 WATTS 80+ BRONZE PSU","₹3,650","null","","https://www.vedantcomputers.com/products?product_id=3402"
"1597509001-3108","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE B450 AORUS M MOTHERBOARD","₹8,260","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-b450-aorus-m"
"1597509001-2859","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR TM30 PERFORMANCE THERMAL PASTE","₹625","null","","https://www.vedantcomputers.com/products/corsair-tm30-performance-thermal-paste"
"1597509001-2649","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERLIQUID ML240P MIRAGE WIRED ARGB CONTROLLER CPU COOLER","₹12,990","null","","https://www.vedantcomputers.com/products?product_id=3010"
"1597509001-3289","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INNO3D GEFORCE RTX 2080 TI X2 OC 11GB GDDR6","₹92,500","Out Of Stock","","https://www.vedantcomputers.com/products/inno3d-geforce-rtx-2080-ti-x2-oc-11gb-gddr6"
"1597509001-2634","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERFAN MF120R ARGB CABINET FAN","₹1,270","null","","https://www.vedantcomputers.com/products?product_id=2166"
"1597509001-3722","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG 860 EVO SATA III 2.5 INCH 500GB SSD","₹7,150","null","","https://www.vedantcomputers.com/products/samsung-860-evo-sata-iii-2-5-inch-500-gb"
"1597509001-3734","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAMSUNG 970 EVO NVME M.2 500GB SSD","₹11,100","null","","https://www.vedantcomputers.com/products?product_id=2157"
"1597509001-2626","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERCASE H500P MESH WHITE MID TOWER (E-ATX) WITH TEMPERED GLASS SIDE PANEL","₹13,780","Out Of Stock","","https://www.vedantcomputers.com/products/cooler-master-master-case-h500p-mesh-white-mid-tower-e-atx-with-tempered-glass-side-panel"
"1597509001-3293","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL 660P SERIES (1.0TB, M.2 80MM PCIE* 3.0 X4, 3D2, QLC) SSD","₹13,600","null","null",""
"1597509001-2921","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","DEEPCOOL EC300-24P BLACK CABLE","₹1,250","null","","https://www.vedantcomputers.com/products?product_id=3434"
"1597509001-3840","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","WACOM INTUOS MEDIUM WITH BLUETOOTH PISTACHIO PEN TABLET (CTL-6100WL/E0-CX)","₹14,805","Out Of Stock","","https://www.vedantcomputers.com/products/wacom-intuos-medium-with-Bluetooth-pistachio-pen-tablet-ctl-6100wl-e0-cx"
"1597509001-2316","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC NEPTUNE 240 ARGB LIQUID CPU COOLER","₹7,200","null","","https://www.vedantcomputers.com/products/antec-neptune-240-argb-liquid-cpu-cooler"
"1597509001-3093","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE AORUS GEFORCE RTX™ 2060 XTREME  6GB GDDR6","₹36,100","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-aorus-geforce-rtx-2060-xtreme-6gb-gddr6"
"1597509001-2309","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC KUHLER K120 RGB CPU COOLER","₹4,170","null","","https://www.vedantcomputers.com/products?product_id=2824"
"1597509001-3559","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MEG Z490 UNIFY MOTHERBOARD","₹30,499","null","","https://www.vedantcomputers.com/products?product_id=3221"
"1597509001-3596","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI RADEON RX 5700 XT GAMING X 8GB GDDR6","₹38,500","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3021"
"1597509001-2274","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANT-ESPORTS GAMEX DELTA RED-BLACK GAMING CHAIR","₹15,750","Out Of Stock","","https://www.vedantcomputers.com/products/ant-esports-gamex-delta-red-black"
"1597509001-2627","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERCASE H500P MID TOWER (E-ATX) WITH TEMPERED GLASS SIDE PANEL","₹12,075","Out Of Stock","","https://www.vedantcomputers.com/products/cooler-master-mastercase-h500p-mid-tower-e-atx-with-tempered-glass-side-panel"
"1597509001-2696","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR 16GB (8GBX2) DDR4 DRAM - 3200 MHZ C16 VENGEANCE RGB PRO WHITE RAM","₹8,150","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-16gb-8gbx2-ddr4-dram-3200-mhz-c16-vengeance-rgb-pro-memory-kit-white"
"1597509001-2367","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS B250 MINING EXPERT MOTHERBOARD","₹7,500","null","","https://www.vedantcomputers.com/products/asus-b250-mining-expert"
"1597509001-3808","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","STEELSERIES APEX 100 BLUE LED GAMING KEYBOARD","₹3,610","Out Of Stock","","https://www.vedantcomputers.com/products/steelseries-apex-100-blue-led"
"1597509001-2648","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERLIQUID ML240L RGB CPU COOLER","₹7,400","null","","https://www.vedantcomputers.com/products/cooler-master-masterliquid-ml240l-rgb"
"1597509001-2398","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS GEFORCE GTX 1060 OC EDITION 6GB STRIX GDDR5","₹27,600","Out Of Stock","","https://www.vedantcomputers.com/products/asus-strix-geforce-gtx-1060-oc-edition-6gb-gddr5"
"1597509001-3283","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INNO3D GEFORCE RTX 2080 SUPER ICHILL X3 ULTRA RGB 8GB GDDR6","₹67,800","null","","https://www.vedantcomputers.com/products?product_id=3379"
"1597509001-3710","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER VESPULA GAMING MOUSE PAD","₹2,380","Out Of Stock","","https://www.vedantcomputers.com/products/razer-vespula-gaming-mouse-pad"
"1597509001-3821","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","STEELSERIES RIVAL 100 DOTA 2 SPECIAL EDITION GAMING MOUSE","₹2,650","Out Of Stock","","https://www.vedantcomputers.com/products/steelseries-rival-100-dota-2-special-edition"
"1597509001-3333","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL PENTIUM GOLD G5420 PROCESSOR (4M Cache, 3.8 GHz)","₹4,750","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3327"
"1597509001-3790","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SAPPHIRE RADEON RX 5700 PULSE 8GB GDDR6","₹34,500","Out Of Stock","","https://www.vedantcomputers.com/products/sapphire-radeon-rx-5700-pulse-8gb-gddr6"
"1597509001-3056","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GALAX GEFORCE GTX 1660 (1-CLICK OC) 6GB GDDR5","₹17,100","Out Of Stock","","https://www.vedantcomputers.com/products/galax-geforce-gtx-1660-1-click-oc-6gb-gddr5"
"1597509001-2353","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASROCK B450M/AC MOTHERBOARD","₹8,250","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3396"
"1597509001-3649","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","NZXT KRAKEN X53 240MM AIO LIQUID COOLER WITH RGB CPU COOLER","₹11,750","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3197"
"1597509001-3901","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZEBRONICS ZEUS RGB MID-TOWER ATX /MATX USB 3.0 CABINET","₹8,250","null","","https://www.vedantcomputers.com/products?product_id=3129"
"1597509001-2813","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR LL140 RGB 140MM DUAL LIGHT LOOP RGB LED PWM SINGLE PACK CABINET FAN","₹2,650","null","","https://www.vedantcomputers.com/products?product_id=3113"
"1597509001-3178","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE H370 AORUS GAMING 3 MOTHERBOARD","₹11,390","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-h370-aorus-gaming-3-motherboard"
"1597509001-2521","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS VA326H 31.5” INCH FHD GAMING MONITOR","₹35,790","Out Of Stock","","https://www.vedantcomputers.com/products/asus-va326h-31-5-inch-fhd"
"1597509001-2332","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ANTEC P82 FLOW TRANSCENDENT PERFORMANCE CABINET","₹5,300","null","","https://www.vedantcomputers.com/products?product_id=3212"
"1597509001-2751","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR FORCE SERIES MP600 500GB SATA M.2 NVME SSD","₹11,900","null","","https://www.vedantcomputers.com/products/corsair-force-series-mp600-500gb-sata-m-2-nvme-ssd"
"1597509001-2685","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER UNIVERSAL PSU EXTENSION CABLE KIT WHITE/BLACK","₹2,575","null","","https://www.vedantcomputers.com/products?product_id=3404"
"1597509001-2590","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER C10L WIRED RGB LED CONTROLLER","₹499","null","","https://www.vedantcomputers.com/products/cooler-master-c10l-wired-rgb-fan-controller-case"
"1597509001-3164","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GEFORCE RTX 2070 SUPER™ WINDFORCE OC 8G GDDR6","₹45,350","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-geforce-rtx-2070-super-windforce-oc-8g-gddr6"
"1597509001-3213","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HP 2132 DESKJET INK ADVANTAGE ALL-IN-ONE PRINTER","₹4,180","Out Of Stock","","https://www.vedantcomputers.com/products/all-in-one-hp-2132-deskjet-ink-advantage-printer"
"1597509001-3020","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","G.SKILL 16GB (8GBX2) DDR4 - 3200 MHZ TRIDENT Z RGB SERIES F4-3200C16D-16GTZR RAM","₹9,850","null","","https://www.vedantcomputers.com/products/g-skill-16gb-8gbx2-ddr4-3200-mhz-trident%20z-rgb-series-f4-3200c-16d-16gtzr"
"1597509001-2217","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD RADEON PRO WX 2100 2GB GDDR5","₹11,100","Out Of Stock","","https://www.vedantcomputers.com/products/amd-radeon-pro-wx-2100-2gb-gddr5"
"1597509001-3880","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","WD PURPLE 2TB INTERNAL HDD (WD20PURX)","₹4,950","null","null",""
"1597509001-2750","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR FORCE SERIES MP600 2TB SATA M.2 NVME SSD","₹38,190","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-force-series-mp600-2tb-sata-m-2-nvme-ssd"
"1597509001-3104","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE B365M D3H MOTHERBOARD","₹8,925","null","","https://www.vedantcomputers.com/products?product_id=3110"
"1597509001-3576","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MPG Z490 GAMING EDGE WIFI MOTHERBOARD","₹22,700","null","","https://www.vedantcomputers.com/products?product_id=3174"
"1597509001-2179","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG SPECTRIX D41 16GB (8GBX2) DDR4 RGB 3000MHZ RAM","₹6,690","Out Of Stock","","https://www.vedantcomputers.com/products/adata-xpg-spectrix-d41-16gb-8gbx2-ddr4-rgb-3000mhz-memory"
"1597509001-2609","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","COOLER MASTER MASTERAIR MA620P WITH RGB CONTROLLER CPU COOLER","₹3,950","Out Of Stock","","https://www.vedantcomputers.com/products/cooler-master-masterair-ma620p-masterfan-mf120r-with-rgb-controller"
"1597509001-2527","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS VZ229H 21.5-INCH LED GAMING MONITOR","₹8,750","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=822"
"1597509001-3825","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","STEELSERIES RIVAL 300S BLACK GAMING MOUSE","₹3,020","Out Of Stock","null",""
"1597509001-2567","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CIRCLE METALLOIT-X SEMI MECHANICAL GAMING KEYBOARD","₹3,415","Out Of Stock","","https://www.vedantcomputers.com/products/circle-metalloit-x-semi-mechanical"
"1597509001-2757","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR HD120 LED RGB HIGH PERFORMANCE THREE PACK WITH CONTROLLER 120MM PWM CABINET FAN","₹6,200","null","","https://www.vedantcomputers.com/products/corsair-hd120-led-rgb-high-performance-three-pack-with-controller-120mm-pwm"
"1597509001-3535","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GL73 8SE INTEL CORE I7 8TH GEN 256GB S.S.D-1TB H.D.D-16GB DDR4-17.3 INCH-GEFORCE RTX 2060 6GB GDDR6-WINDOWS 10 GAMING LAPTOP","₹110,100","Out Of Stock","","https://www.vedantcomputers.com/products/msi-gl73-8se-intel-core-i7-8-gen-256gb-s-s-d-1tb-h-d-d-16gb-ddr4-17-3-inch-geforce-rtx-2060-6gb-gddr6-windows-10"
"1597509001-2204","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ADATA XPG SX6000 LITE PCIE 256GB GEN3X4 M.2 2280 SSD","₹4,050","null","","https://www.vedantcomputers.com/products/adata-xpg-sx6000-lite-pcie-256gb-gen3x4-m-2-2280-ssd"
"1597509001-3553","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MEG X399 CREATION MOTHERBOARD","₹46,899","Out Of Stock","","https://www.vedantcomputers.com/products/msi-meg-x399-creation"
"1597509001-3541","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MAG B365M MORTAR MOTHERBOARD","₹8,999","Out Of Stock","","https://www.vedantcomputers.com/products/msi-mag-b365m-mortar-motherboard"
"1597509001-2885","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR VOID PRO RGB USB PREMIUM GAMING HEADSET WITH DOLBY® HEADPHONE 7.1 — WHITE (AP) HEADSET","₹7,500","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3428"
"1597509001-3932","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE RTX 2080 BLOWER 8GB GDDR6","₹66,300 ₹63,990","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-gaming-geforce-rtx-2080-blower-8gb-gddr6"
"1597509001-3948","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GEFORCE GTX 1050 OC EDITION 2GB DDR5","₹12,800","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-geforce-gtx-1050-oc-edition-2gb-ddr5"
"1597509001-2427","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS PRIME A320M-K CSM MOTHERBOARD","₹4,400","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3062"
"1597509001-2931","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","DEEPCOOL GAMERSTORM CASTLE 240RGB V2 CPU COOLER","₹7,777","null","","https://www.vedantcomputers.com/products?product_id=3146"
"1597509001-3380","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LOGITECH C270 HD WEBCAM","₹1,360","Out Of Stock","","https://www.vedantcomputers.com/products/webcam-hd-logitech-c270"
"1597509001-3312","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","INTEL CORE I7 7700 PROCESSOR (8M Cache, up to 4.20 GHz)","₹28,500","Out Of Stock","null",""
"1597509001-2435","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS PRIME B550M-A (WI-FI) MOTHERBOARD","₹14,750","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=3274"
"1597509001-2213","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD A8 9600 APU (2MB CACHE, UPTO 3.4 GHZ)","₹4,800","Out Of Stock","","https://www.vedantcomputers.com/products/amd-a8-9600-apu-ad9600agabbox"
"1597509001-2803","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR K70 RGB MK.2 LOW PROFILE RAPIDFIRE MECHANICAL GAMING KEYBOARD — CHERRY MX LOW PROFILE SPEED","₹12,880","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-k70-rgb-mk-2-low-profile-rapidfire-mechanical-gaming-keyboard"
"1597509001-3361","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LG 20MP48AB 19.5 INCH FULL HD LED GAMING MONITOR","₹5,750","null","","https://www.vedantcomputers.com/products/lg-20-mp48ab-19-5-inch-full-hd-led"
"1597509001-3925","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE RTX 2070 OC MINI 8GB GDDR6","₹48,500 ₹44,990","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-geforce-rtx-2070-oc-mini-8gb-gddr6"
"1597509001-2780","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR HYDRO SERIES H60 (2018) 120MM LIQUID CPU COOLER","₹5,585","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-hydro-series-liquid-cpu-cooler-h60-2018-120-mm"
"1597509001-3180","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE MECHANICAL FORCE K83 GAMING KEYBOARD","₹3,200","Out Of Stock","","https://www.vedantcomputers.com/products/gigabyte-mechanical-force-k83-gaming-keyboard"
"1597509001-2845","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR SABRE OPTICAL RGB GAMING MOUSE","₹3,530","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2231"
"1597509001-3936","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE RTX 2080 SUPER TWIN FAN 8GB GDDR6","₹59,999","Out Of Stock","","https://www.vedantcomputers.com/products?product_id=2671"
"1597509001-3561","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI MPG B550 GAMING EDGE WIFI MOTHERBOARD","₹18,999","null","","https://www.vedantcomputers.com/products?product_id=3250"
"1597509001-3527","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","MSI GK-701 RGB GAMING KEYBOARD","₹11,100","Out Of Stock","null",""
"1597509001-3669","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","RAZER BLACKWIDOW CHROMA GAMING KEYBOARD","₹12,349","Out Of Stock","","https://www.vedantcomputers.com/products/razer-blackwidow-chroma"
"1597509001-3949","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GEFORCE GTX 1050 TI MINI 4GB GDDR5","₹12,700 ₹12,139","Out Of Stock","","https://www.vedantcomputers.com/products/zotac-geforce-gtx-1050-ti-mini-4gb-gddr5-zt-p10510f-10l"
"1597509001-3367","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","LG 24MK600M 23.8 INCH FHD IPS GAMING MONITOR","₹11,800","null","","https://www.vedantcomputers.com/products?product_id=3420"
"1597509001-2910","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","D-LINK DIR-600M WIRELESS N 150 HOME ROUTER","₹1,100","Out Of Stock","","https://www.vedantcomputers.com/products/d-link-n-150-dir-600m"
"1597509001-3804","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","SEAGATE FIRECUDA 2TB HDD","₹8,800","null","","https://www.vedantcomputers.com/products/seagate-firecuda-2-tb"
"1597509001-3914","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ZOTAC GAMING GEFORCE GTX 1660 TWIN FAN 6GB GDDR5","₹18,700","null","","https://www.vedantcomputers.com/products?product_id=3371"
"1597509001-2243","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","AMD RYZEN THREADRIPPER 2950X PROCESSOR (32MB Cache, UPTO 4.4 GHz)","₹67,700","In Stock","","https://www.vedantcomputers.com/products/amd-ryzen-threadripper-2950x-32mb-cache-upto-4-4-ghz"
"1597509001-3852","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","WD 2TB BLUE MY PASSPORT USB 3.0 EXTERNAL HDD","₹5,550","null","","https://www.vedantcomputers.com/products/wd-2-tb-blue-my-passport-usb-3-0"
"1597509001-3227","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","HYPER-X ALLOY ELITE CHERRY MX BROWN SWITCHES (TACTILE) GAMING KEYBOARD","₹8,900","Out Of Stock","","https://www.vedantcomputers.com/products/hyper-x-alloy-elite-cherry-mx-brown-switches-tactile"
"1597509001-3875","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","WD GREEN 120GB PC SSD (WDS120G2G0A)","₹2,350","null","null",""
"1597509001-2396","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ASUS GEFORCE GTX 1060 6GB STRIX GDDR5","₹27,270","Out Of Stock","","https://www.vedantcomputers.com/products/asus-strix-geforce-gtx-1060-6gb-gddr5"
"1597509001-3162","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GIGABYTE GEFORCE RTX 2070 SUPER™ GAMING OC 8G GDDR6","₹46,900","Out Of Stock","null",""
"1597509001-2984","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","ELGATO  STREAM DECK MINI","₹8,485","Out Of Stock","","https://www.vedantcomputers.com/products/elgato-stream-deck-mini"
"1597509001-2749","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","CORSAIR FORCE SERIES MP600 1TB SATA M.2 NVME SSD","₹19,000","Out Of Stock","","https://www.vedantcomputers.com/products/corsair-force-series-mp600-1tb-sata-m-2-nvme-ssd"
"1597509001-3055","https://www.vedantcomputers.com/products#/sort=p.sort_order/order=ASC/limit=10000","GALAX GEFORCE GTX 1650 EX 1 CLICK OC 4GB GDDR5","₹12,200","Out Of Stock","","https://www.vedantcomputers.com/products/galax-geforce-gtx-1650-ex-1-click-oc-4gb-gddr5"
