web-scraper-order,web-scraper-start-url,page,page-href,name,price,stock,link,link-href
"1597509574-5074","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/67/?post_type=product&taxonomy=product_cat&s","Gigabyte GeForce® RTX 2080 GAMING OC 8G Graphic Card GV-N2080GAMING OC-8GC","₹85,000 ₹72,500","Sold Out","Gigabyte GeForce® RTX 2080 GAMING OC 8G Graphic Card GV-N2080GAMING OC-8GC","https://www.primeabgb.com/online-price-reviews-india/gigabyte-geforce-rtx-2080-gaming-oc-8g-graphic-card-gv-n2080gaming-oc-8gc/"
"1597509878-5612","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/49/?post_type=product&taxonomy=product_cat&s","HyperX Alloy FPS RGB Mechanical Gaming Keyboard Kailh Switches With RGB Backlight HX-KB1SS2-US","₹9,500 ₹8,237","Sold Out","HyperX Alloy FPS RGB Mechanical Gaming Keyboard Kailh Switches With RGB Backlight HX-KB1SS2-US","https://www.primeabgb.com/online-price-reviews-india/hyperx-alloy-fps-rgb-mechanical-gaming-keyboard-kailh-switches-rgb-backlight-hx-kb1ss2-us/"
"1597509208-4389","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/90/?post_type=product&taxonomy=product_cat&s","SAPPHIRE RADEON RX 550 2GB GDDR5 OC PULSE 11268-03-41G GRAPHICS CARD","₹8,750","Sold Out","SAPPHIRE RADEON RX 550 2GB GDDR5 OC PULSE 11268-03-41G GRAPHICS CARD","https://www.primeabgb.com/online-price-reviews-india/sapphire-radeon-rx-550-2gb-gddr5-oc-pulse-11268-03-41g-graphics-card/"
"1597509406-4796","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/77/?post_type=product&taxonomy=product_cat&s","AMD FX-8300 Vishera 8-Core 3.3 GHz Desktop Processor","₹9,300 ₹8,400","Sold Out","AMD FX-8300 Vishera 8-Core 3.3 GHz Desktop Processor","https://www.primeabgb.com/online-price-reviews-india/amd-fx-8300-vishera-8-core-3-3-ghz-desktop-processor/"
"1597509589-5117","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/66/?post_type=product&taxonomy=product_cat&s","Logitech G603 LIGHTSPEED Wireless Gaming Mouse","₹5,250","Sold Out","Logitech G603 LIGHTSPEED Wireless Gaming Mouse","https://www.primeabgb.com/online-price-reviews-india/logitech-g603-lightspeed-wireless-gaming-mouse/"
"1597509795-5469","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/54/?post_type=product&taxonomy=product_cat&s","Gigabyte GeForce GTX 1650 OC 4G Graphic Card GV-N1650OC-4GD","₹14,384 ₹13,400","Sold Out","Gigabyte GeForce GTX 1650 OC 4G Graphic Card GV-N1650OC-4GD","https://www.primeabgb.com/online-price-reviews-india/gigabyte-geforce-gtx-1650-oc-4g-graphic-card-gv-n1650oc-4gd/"
"1597510596-6917","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/6/?post_type=product&taxonomy=product_cat&s","ASUS PRIME B550M-K AMD B550 Motherboard","₹11,830 ₹11,391","Sold Out","ASUS PRIME B550M-K AMD B550 Motherboard","https://www.primeabgb.com/online-price-reviews-india/asus-prime-b550m-k-amd-b550-motherboard/"
"1597510262-6319","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/26/?post_type=product&taxonomy=product_cat&s","Gigabyte GeForce GT 710 2GB GDDR5 64-bit Gaming Graphics Card GV-N710D5-2GIL","₹3,550 ₹3,300","null","Gigabyte GeForce GT 710 2GB GDDR5 64-bit Gaming Graphics Card GV-N710D5-2GIL","https://www.primeabgb.com/online-price-reviews-india/gigabyte-geforce-gt-710-2gb-gddr5-64-bit-gaming-graphics-card-gv-n710d5-2gil/"
"1597509522-4979","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/70/?post_type=product&taxonomy=product_cat&s","Razer Pewdiepie Kraken Pro V2 Neon Red Gaming Headset RZ04-02050800-R3M1","₹9,999 ₹7,198","Sold Out","Razer Pewdiepie Kraken Pro V2 Neon Red Gaming Headset RZ04-02050800-R3M1","https://www.primeabgb.com/online-price-reviews-india/razer-pewdiepie-kraken-pro-v2-neon-red-gaming-headset-rz04-02050800-r3m1/"
"1597510643-7013","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/3/?post_type=product&taxonomy=product_cat&s","Gamdias Daedalus M1 RGB Black Gaming Desk","₹35,500 ₹28,036","null","Gamdias Daedalus M1 RGB Black Gaming Desk","https://www.primeabgb.com/online-price-reviews-india/gamdias-daedalus-m1-rgb-black-gaming-desk/"
"1597509607-5148","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/65/?post_type=product&taxonomy=product_cat&s","Gigabyte AORUS GeForce® RTX 2070 8G Graphic Card GV-N2070AORUS-8GC","₹65,000 ₹59,250","Sold Out","Gigabyte AORUS GeForce® RTX 2070 8G Graphic Card GV-N2070AORUS-8GC","https://www.primeabgb.com/online-price-reviews-india/gigabyte-aorus-geforce-rtx-2070-8g-graphic-card-gv-n2070aorus-8gc/"
"1597509716-5311","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/59/?post_type=product&taxonomy=product_cat&s","Silicon Power A55 512GB M.2 2280 SSD SP512GBSS3A55M28","₹9,500 ₹7,099","Sold Out","Silicon Power A55 512GB M.2 2280 SSD SP512GBSS3A55M28","https://www.primeabgb.com/online-price-reviews-india/silicon-power-a55-512gb-m-2-2280-ssd-sp512gbss3a55m28/"
"1597509132-4262","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/94/?post_type=product&taxonomy=product_cat&s","WD 1TB Blue 3D NAND SATA III M.2 2280 Internal SSD WDS100T2B0B","₹15,281 ₹12,950","Sold Out","WD 1TB Blue 3D NAND SATA III M.2 2280 Internal SSD WDS100T2B0B","https://www.primeabgb.com/online-price-reviews-india/wd-1tb-blue-3d-nand-sata-iii-m-2-2280-internal-ssd-wds100t2b0b/"
"1597510069-5956","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/38/?post_type=product&taxonomy=product_cat&s","PNY Quadro P4000 NVIDIA Graphics Card VCQP4000-PB","₹75,000 ₹60,264","null","PNY Quadro P4000 NVIDIA Graphics Card VCQP4000-PB","https://www.primeabgb.com/online-price-reviews-india/pny-quadro-p4000-nvidia-graphics-card-vcqp4000-pb/"
"1597509893-5654","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/48/?post_type=product&taxonomy=product_cat&s","INNO3D GEFORCE RTX 2070 SUPER TWIN X2 OC Graphic Card N207S2-08D6X-11801167","₹49,219 ₹41,580","Sold Out","INNO3D GEFORCE RTX 2070 SUPER TWIN X2 OC Graphic Card N207S2-08D6X-11801167","https://www.primeabgb.com/online-price-reviews-india/inno3d-geforce-rtx-2070-super-twin-x2-oc-graphic-card-n207s2-08d6x-11801167/"
"1597509574-5085","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/67/?post_type=product&taxonomy=product_cat&s","MSI GeForce RTX 2080 Ti VENTUS GP 11GB GDDR6 Graphic Card","₹136,290 ₹109,032","null","MSI GeForce RTX 2080 Ti VENTUS GP 11GB GDDR6 Graphic Card","https://www.primeabgb.com/online-price-reviews-india/msi-geforce-rtx-2080-ti-ventus-gp-11gb-gddr6-graphic-card/"
"1597509281-4554","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/85/?post_type=product&taxonomy=product_cat&s","GALAX GeForce GTX 1050 Ti (1-Click OC) 128-bit DDR5 Graphic Card 50IQH8DSC7CB","₹14,500 ₹9,650","Sold Out","GALAX GeForce GTX 1050 Ti (1-Click OC) 128-bit DDR5 Graphic Card 50IQH8DSC7CB","https://www.primeabgb.com/online-price-reviews-india/galax-geforce-gtx-1050-ti-1-click-oc-128-bit-ddr5-graphic-card-50iqh8dsc7cb/"
"1597509361-4698","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/80/?post_type=product&taxonomy=product_cat&s","Jonsbo FR-231 RGB Fan Kit","₹4,110 ₹3,290","Sold Out","Jonsbo FR-231 RGB Fan Kit","https://www.primeabgb.com/online-price-reviews-india/jonsbo-fr-231-rgb-fan-kit/"
"1597509508-4951","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/71/?post_type=product&taxonomy=product_cat&s","MSI B450M PRO-M2 AM4 Socket Motherboard","₹6,615 ₹5,600","Sold Out","MSI B450M PRO-M2 AM4 Socket Motherboard","https://www.primeabgb.com/online-price-reviews-india/msi-b450m-pro-m2-motherboard/"
"1597509558-5045","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/68/?post_type=product&taxonomy=product_cat&s","ASUS Cerberus Keyboard LED backlit USB gaming keyboard with splash-proof design","₹3,250 ₹2,416","Sold Out","ASUS Cerberus Keyboard LED backlit USB gaming keyboard with splash-proof design","https://www.primeabgb.com/online-price-reviews-india/asus-cerberus-keyboard-led-backlit-usb-gaming-keyboard-splash-proof-design/"
"1597509295-4587","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/84/?post_type=product&taxonomy=product_cat&s","Seagate NAS HDD ST4000VN000 4TB 64MB Cache SATA Hard Drive","₹12,305 ₹10,700","Sold Out","Seagate NAS HDD ST4000VN000 4TB 64MB Cache SATA Hard Drive","https://www.primeabgb.com/online-price-reviews-india/seagate-nas-hdd-st4000vn000-4tb-64mb-cache-sata-hard-drive/"
"1597509332-4647","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/82/?post_type=product&taxonomy=product_cat&s","Plextor 128GB PX-128S3G M.2 SSD","₹3,815","Sold Out","Plextor 128GB PX-128S3G M.2 SSD","https://www.primeabgb.com/online-price-reviews-india/plextor-128gb-px-128s3g-m-2-ssd/"
"1597510292-6371","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/24/?post_type=product&taxonomy=product_cat&s","Acer KG241QP 23.6 inch 1 MS 144 Hz Gaming Monitor AMD Free Sync","₹17,100 ₹15,079","Sold Out","Acer KG241QP 23.6 inch 1 MS 144 Hz Gaming Monitor AMD Free Sync","https://www.primeabgb.com/online-price-reviews-india/acer-kg241qp-23-6-inch-1-ms-144-hz-gaming-monitor-amd-free-sync/"
"1597510534-6838","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/9/?post_type=product&taxonomy=product_cat&s","DEEPCOOL FH-04 4 PORTS FAN HUB DP-FH04PWM-HUB","₹599 ₹499","Sold Out","DEEPCOOL FH-04 4 PORTS FAN HUB DP-FH04PWM-HUB","https://www.primeabgb.com/online-price-reviews-india/deepcool-fh-04-4-ports-fan-hub-dp-fh04pwm-hub/"
"1597510520-6783","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/10/?post_type=product&taxonomy=product_cat&s","Intel 10th Gen Comet Lake Pentium Gold G6400T Processor 4M Cache, up to 3.40 GHz","Call for Price","null","Intel 10th Gen Comet Lake Pentium Gold G6400T Processor 4M Cache, up to 3.40 GHz","https://www.primeabgb.com/online-price-reviews-india/intel-10th-gen-comet-lake-pentium-gold-g6400t-processor-4m-cache-up-to-3-40-ghz/"
"1597510262-6308","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/26/?post_type=product&taxonomy=product_cat&s","Corsair CV Series CV650 650 Watt 80 Plus Bronze Certified PSU CP-9020211-NA","₹6,500 ₹5,450","null","Corsair CV Series CV650 650 Watt 80 Plus Bronze Certified PSU CP-9020211-NA","https://www.primeabgb.com/online-price-reviews-india/corsair-cv-series-cv650-650-watt-80-plus-bronze-certified-psu-cp-9020211-na/"
"1597510419-6613","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/16/?post_type=product&taxonomy=product_cat&s","HP Omen 15.6 inch FHD 15-dc1092tx Core i5-9th Gen, 8GB, 1TB HDD + 256GB SSD 1GTX 1650 4GB Graphics Gaming Laptop","₹84,999 ₹76,500","null","HP Omen 15.6 inch FHD 15-dc1092tx Core i5-9th Gen, 8GB, 1TB HDD + 256GB SSD 1GTX 1650 4GB Graphics Gaming Laptop","https://www.primeabgb.com/online-price-reviews-india/hp-omen-15-6-inch-fhd-15-dc1092tx-core-i5-9th-gen-8gb-1tb-hdd-256gb-ssd-1gtx-1650-4gb-graphics-gaming-laptop/"
"1597510610-6934","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/5/?post_type=product&taxonomy=product_cat&s","Silicon Power US70 2TB PCIe Gen 4×4 NVMe SSD SP02KGBP44US7005","Call for Price","null","Silicon Power US70 2TB PCIe Gen 4×4 NVMe SSD SP02KGBP44US7005","https://www.primeabgb.com/online-price-reviews-india/silicon-power-us70-2tb-pcie-gen-4x4-nvme-ssd-sp02kgbp44us7005/"
"1597510031-5903","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/40/?post_type=product&taxonomy=product_cat&s","G.skill Trident Z RGB Series 32GB (4x8GB) 4000 MHz DDR4 Memory F4-4000C18Q-32GTZRB","₹28,931 ₹23,145","Sold Out","G.skill Trident Z RGB Series 32GB (4x8GB) 4000 MHz DDR4 Memory F4-4000C18Q-32GTZRB","https://www.primeabgb.com/online-price-reviews-india/g-skill-trident-z-rgb-series-32gb-4x8gb-4000-mhz-ddr4-memory-f4-4000c18q-32gtzrb/"
"1597509589-5118","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/66/?post_type=product&taxonomy=product_cat&s","G.SKILL F4-3000C16S-8GVRB Ripjaws V Series 8GB (8GBx1) DDR4 3000MHz RAM","₹4,396 ₹3,517","Sold Out","G.SKILL F4-3000C16S-8GVRB Ripjaws V Series 8GB (8GBx1) DDR4 3000MHz RAM","https://www.primeabgb.com/online-price-reviews-india/g-skill-f4-3000c16s-8gvrb-ripjaws-v-series-8gb-8gbx1-ddr4-3000mhz-ram/"
"1597509558-5051","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/68/?post_type=product&taxonomy=product_cat&s","Gigabyte B450 AORUS M AMD AM4 Motherboard","₹12,400 ₹10,400","null","Gigabyte B450 AORUS M AMD AM4 Motherboard","https://www.primeabgb.com/online-price-reviews-india/gigabyte-b450-aorus-m-amd-am4-motherboard/"
"1597509295-4564","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/84/?post_type=product&taxonomy=product_cat&s","Cooler Master MasterLiquid ML120L RGB Cooler MLW-D12M-A20PC-R1","₹5,812 ₹4,819","null","Cooler Master MasterLiquid ML120L RGB Cooler MLW-D12M-A20PC-R1","https://www.primeabgb.com/online-price-reviews-india/cooler-master-masterliquid-ml120l-rgb-cooler-mlw-d12m-a20pc-r1/"
"1597509944-5738","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/45/?post_type=product&taxonomy=product_cat&s","NZXT H Series H210i Matte White Tempered Glass Mini-ITX Tower Case CA-H210i-W1","₹15,699 ₹12,000","Sold Out","NZXT H Series H210i Matte White Tempered Glass Mini-ITX Tower Case CA-H210i-W1","https://www.primeabgb.com/online-price-reviews-india/nzxt-h-series-h210i-ca-h210i-w1-matte-white-tempered-glass-mini-itx-tower-case-ca-h210i-w1/"
"1597510643-6997","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/3/?post_type=product&taxonomy=product_cat&s","ASUS PRIME B460M-A Intel B460 Motherboard","₹12,906 ₹10,325","null","ASUS PRIME B460M-A Intel B460 Motherboard","https://www.primeabgb.com/online-price-reviews-india/asus-prime-b460m-a-intel-b460-motherboard/"
"1597509062-4146","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/98/?post_type=product&taxonomy=product_cat&s","Dell UltraSharp U2412M 24 Inch Screen LED Monitor","₹19,826 ₹14,500","Sold Out","Dell UltraSharp U2412M 24 Inch Screen LED Monitor","https://www.primeabgb.com/online-price-reviews-india/dell-ultrasharp-u2412m-24-inch-screen-led-monitor/"
"1597509391-4755","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/78/?post_type=product&taxonomy=product_cat&s","Acer Nitro Spin NP515-51 Gaming Laptop NH.Q2YSI.010","₹99,999","null","Acer Nitro Spin NP515-51 Gaming Laptop NH.Q2YSI.010","https://www.primeabgb.com/online-price-reviews-india/acer-nitro-spin-np515-51-gaming-laptop-nh-q2ysi-010/"
"1597509993-5821","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/42/?post_type=product&taxonomy=product_cat&s","G.Skill Trident Z Neo Series 16GB (8GBx2) DDR4 3600MHz RGB RAM F4-3600C18D-16GTZN","₹14,500 ₹12,133","Sold Out","G.Skill Trident Z Neo Series 16GB (8GBx2) DDR4 3600MHz RGB RAM F4-3600C18D-16GTZN","https://www.primeabgb.com/online-price-reviews-india/g-skill-trident-z-neo-series-16gb-8gbx2-ddr4-3600mhz-rgb-ram-f4-3600c18d-16gtzn/"
"1597510405-6580","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/17/?post_type=product&taxonomy=product_cat&s","Seagate ST10000NM001G HDD 3.5″ 10TB SATA 3.0 7200RPM Enterprise Hard Drive","₹30,125 ₹24,100","Sold Out","Seagate ST10000NM001G HDD 3.5″ 10TB SATA 3.0 7200RPM Enterprise Hard Drive","https://www.primeabgb.com/online-price-reviews-india/seagate-st10000nm001g-hdd-3-5-10tb-sata-3-0-7200rpm-enterprise-hard-drive/"
"1597510375-6512","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/19/?post_type=product&taxonomy=product_cat&s","HP 27F 27 inch IPS with LED backlight Gaming Monitor","₹18,299 ₹15,699","Sold Out","HP 27F 27 inch IPS with LED backlight Gaming Monitor","https://www.primeabgb.com/online-price-reviews-india/hp-27f-27-inch-ips-led-backlight-gaming-monitor/"
"1597509978-5802","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/43/?post_type=product&taxonomy=product_cat&s","Antec Value Solution Series VSK10 Window Highly Functional Micro-ATX Case","₹3,399 ₹3,350","null","Antec Value Solution Series VSK10 Window Highly Functional Micro-ATX Case","https://www.primeabgb.com/online-price-reviews-india/antec-value-solution-series-vsk-10-window-highly-functional-micro-atx-case/"
"1597509267-4500","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/86/?post_type=product&taxonomy=product_cat&s","MSI GE73VR 7RF Raider (GTX 1070, 8GB GDDR5) Gaming Laptop","₹185,990","null","MSI GE73VR 7RF Raider (GTX 1070, 8GB GDDR5) Gaming Laptop","https://www.primeabgb.com/online-price-reviews-india/msi-ge73vr-7rf-raider-gtx-1070-8gb-gddr5-gaming-laptop/"
"1597509685-5264","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/61/?post_type=product&taxonomy=product_cat&s","Akitio NT2 U3.1C 2-Bay USB 3.1 Gen 2 Type-C RAID Enclosure NT2C-U31AA","Call for Price","null","Akitio NT2 U3.1C 2-Bay USB 3.1 Gen 2 Type-C RAID Enclosure NT2C-U31AA","https://www.primeabgb.com/online-price-reviews-india/akitio-nt2-u3-1c-2-bay-usb-3-1-gen-2-type-c-raid-enclosure-nt2c-u31aa/"
"1597509537-5038","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/69/?post_type=product&taxonomy=product_cat&s","Corsair K68 RGB Mechanical Gaming Keyboard Cherry MX Red CH-9102010-NA","₹9,599","Sold Out","Corsair K68 RGB Mechanical Gaming Keyboard Cherry MX Red CH-9102010-NA","https://www.primeabgb.com/online-price-reviews-india/corsair-k68-rgb-mechanical-gaming-keyboard-cherry-mx-red-ch-9102010-na/"
"1597509295-4569","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/84/?post_type=product&taxonomy=product_cat&s","AMD A6-9500 Bristol Ridge Dual-Core 3.5 GHz Desktop Processor","₹3,950 ₹3,399","Sold Out","AMD A6-9500 Bristol Ridge Dual-Core 3.5 GHz Desktop Processor","https://www.primeabgb.com/online-price-reviews-india/amd-a6-9500-bristol-ridge-dual-core-3-5-ghz-desktop-processor/"
"1597510643-7008","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/3/?post_type=product&taxonomy=product_cat&s","Gamdias Aphrodite MF1 L Black/Red Gaming Chair","₹28,500 ₹24,213","null","Gamdias Aphrodite MF1 L Black/Red Gaming Chair","https://www.primeabgb.com/online-price-reviews-india/gamdias-aphrodite-mf1-l-black-red-gaming-chair/"
"1597510262-6303","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/26/?post_type=product&taxonomy=product_cat&s","ASUS ROG Ryujin 360 all-in-one liquid CPU cooler with LiveDash color OLED","₹30,000 ₹23,645","Sold Out","ASUS ROG Ryujin 360 all-in-one liquid CPU cooler with LiveDash color OLED","https://www.primeabgb.com/online-price-reviews-india/asus-rog-ryujin-360-one-liquid-cpu-cooler-livedash-color-oled/"
"1597509376-4737","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/79/?post_type=product&taxonomy=product_cat&s","SilverStone SST-MS09 M.2 SATA External SSD Enclosure with USB 3.1 Gen2","₹2,600 ₹2,250","Sold Out","SilverStone SST-MS09 M.2 SATA External SSD Enclosure with USB 3.1 Gen2","https://www.primeabgb.com/online-price-reviews-india/silverstone-sst-ms09-m-2-sata-external-ssd-enclosure-usb-3-1-gen2/"
"1597510012-5877","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/41/?post_type=product&taxonomy=product_cat&s","ASRock H310CM-ITX/ac LGA 1151 (300 Series) Intel H310 SATA 6Gb/s Mini ITX Intel Motherboard","₹8,200 ₹6,950","Sold Out","ASRock H310CM-ITX/ac LGA 1151 (300 Series) Intel H310 SATA 6Gb/s Mini ITX Intel Motherboard","https://www.primeabgb.com/online-price-reviews-india/asrock-h310cm-itx-ac-lga-1151-300-series-intel-h310-sata-6gb-s-mini-itx-intel-motherboard/"
"1597509480-4910","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/73/?post_type=product&taxonomy=product_cat&s","ADATA XPG GAMMIX D10 DDR4 2400 8GB RAM AX4U240038G16-SRG","₹3,221 ₹2,577","null","ADATA XPG GAMMIX D10 DDR4 2400 8GB RAM AX4U240038G16-SRG","https://www.primeabgb.com/online-price-reviews-india/adata-xpg-gammix-d10-ddr4-2400-8gb-ram-ax4u240038g16-srg/"
"1597509480-4892","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/73/?post_type=product&taxonomy=product_cat&s","Viewsonic 24 inch VP2468 IPS Professional Monitor","₹30,000 ₹20,500","null","Viewsonic 24 inch VP2468 IPS Professional Monitor","https://www.primeabgb.com/online-price-reviews-india/viewsonic-24-vp2468-ips-professional-monitor/"
"1597510419-6610","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/16/?post_type=product&taxonomy=product_cat&s","DEEPCOOL MATREXX 55 MESH ADD-RGB 4F MID TOWER BLACK CABINET WITH TEMPERED GLASS SIDE PANEL","₹6,499 ₹5,555","Sold Out","DEEPCOOL MATREXX 55 MESH ADD-RGB 4F MID TOWER BLACK CABINET WITH TEMPERED GLASS SIDE PANEL","https://www.primeabgb.com/online-price-reviews-india/deepcool-matrexx-55-mesh-add-rgb-4f-mid-tower-black-cabinet-with-tempered-glass-side-panel/"
"1597509100-4227","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/96/?post_type=product&taxonomy=product_cat&s","Noctua 140mm Quiet Quality Case Cooling Fan NF-A15 PWM","₹2,600 ₹1,675","null","Noctua 140mm Quiet Quality Case Cooling Fan NF-A15 PWM","https://www.primeabgb.com/online-price-reviews-india/noctua-140mm-quiet-quality-case-cooling-fan-nf-a15-pwm/"
"1597510131-6061","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/34/?post_type=product&taxonomy=product_cat&s","G.Skill Ripjaws V Series 64GB (32GBx2) DDR4 3200 MHz RAM F4-3200C16D-64GVK","₹35,160 ₹28,128","Sold Out","G.Skill Ripjaws V Series 64GB (32GBx2) DDR4 3200 MHz RAM F4-3200C16D-64GVK","https://www.primeabgb.com/online-price-reviews-india/g-skill-ripjaws-v-series-64gb-32gbx2-ddr4-3200-mhz-ram-f4-3200c16d-64gvk/"
"1597509238-4468","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/88/?post_type=product&taxonomy=product_cat&s","Thermaltake Core V41 Window Mid-tower Chassis CA-1C7-00M1WN-00","₹9,860 ₹7,266","Sold Out","Thermaltake Core V41 Window Mid-tower Chassis CA-1C7-00M1WN-00","https://www.primeabgb.com/online-price-reviews-india/thermaltake-core-v41-window-mid-tower-chassis-ca-1c7-00m1wn-00/"
"1597510163-6134","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/32/?post_type=product&taxonomy=product_cat&s","HP S700 500GB 2.5″ SATA III 3D NAND Internal Solid State Drive 2DP99AA#ABC","₹5,829 ₹4,663","Sold Out","HP S700 500GB 2.5″ SATA III 3D NAND Internal Solid State Drive 2DP99AA#ABC","https://www.primeabgb.com/online-price-reviews-india/hp-s700-500gb-2-5-sata-iii-3d-nand-internal-solid-state-drive-2dp99aaabc/"
"1597510405-6583","https://www.primeabgb.com/?post_type=product&taxonomy=product_cat&s=","Prev","https://www.primeabgb.com/page/17/?post_type=product&taxonomy=product_cat&s","Supermicro CSE-847BE2C-R1K28LPB 4U 1280W Redundant Hot-Swap 38xHDD SATA-SAS Server Chassis","Call for Price","null","Supermicro CSE-847BE2C-R1K28LPB 4U 1280W Redundant Hot-Swap 38xHDD SATA-SAS Server Chassis","https://www.primeabgb.com/online-price-reviews-india/supermicro-cse-847be2c-r1k28lpb-4u-1280w-redundant-hot-swap-38xhdd-sata-sas-server-chassis/"
